game_index,home_team,away_team,score_diff
1676,St John's,Xavier,-5
1677,Ark Little Rock,TN Martin,14
1678,Old Dominion,Arkansas St,-3
1679,Pacific,BYU,-20
1680,Michigan,C Michigan,-2
1681,Cal Poly,CS Northridge,10
1682,Charlotte,MTSU,15
1683,Cincinnati,Tulane,11
1684,Citadel,Chattanooga,8
1685,Coastal Car,Louisiana,1
1686,Col Charleston,Hampton,28
1687,Stanford,Colorado,-3
1688,Cornell,Binghamton,16
1689,Denver,Missouri KC,2
1690,DePaul,Georgetown,7
1691,Detroit,WI Green Bay,17
1692,Drake,Valparaiso,5
1693,Drexel,Elon,12
1694,E Illinois,Lindenwood,1
1695,Montana,E Washington,-7
1696,SIUE,Tennessee Tech,13
1697,Wofford,ETSU,-2
1698,F Dickinson,Merrimack,8
1699,North Texas,FL Atlantic,-4
1700,Furman,VMI,23
1701,Ga Southern,South Alabama,14
1702,Gardner Webb,Charleston So,20
1703,Grand Canyon,Cal Baptist,14
1704,Hawaii,UC Davis,8
1705,Delaware,Hofstra,-14
1706,Idaho St,Northern Arizona,26
1707,Illinois,Bethune-Cookman,33
1708,Indiana St,Evansville,28
1709,Georgia St,James Madison,-16
1710,Howard,La Salle,-4
1711,Bellarmine,Liberty,-17
1712,Longwood,High Point,14
1713,Louisiana Tech,UT San Antonio,22
1714,Portland,Loy Marymount,-20
1715,Marshall,Appalachian St,26
1716,Maryland,UMBC,16
1717,Memphis,South Florida,7
1718,Montana St,Idaho,14
1719,Tennessee St,Morehead St,-8
1720,N Kentucky,Wright St,14
1721,Nebraska,Iowa,16
1722,Northeastern,NC A&T,12
1723,Northwestern,Brown,5
1724,Oakland,WI Milwaukee,22
1725,Ohio St,Alabama A&M,31
1726,NE Omaha,Oral Roberts,-3
1727,Penn St,Delaware St,14
1728,Presbyterian,Campbell,10
1729,Butler,Providence,-20
1730,Purdue,Florida A&M,33
1731,WKU,Rice,-3
1732,Robert Morris,PFW,5
1733,S Dakota St,W Illinois,7
1734,Murray St,S Illinois,-6
1735,CS Fullerton,UC Santa Barbara,-8
1736,Santa Clara,San Francisco,12
1737,SC Upstate,Winthrop,8
1738,SF Austin,Abilene Chr,7
1739,South Dakota,St Thomas MN,8
1740,Southern Miss,Troy,4
1741,St Francis PA,Central Conn,8
1742,St Mary's CA,San Diego,27
1743,UAB,UTEP,6
1744,UC Riverside,CS Bakersfield,12
1745,Texas St,ULM,-4
1746,UNC Asheville,Radford,4
1747,W Carolina,UNC Greensboro,-25
1748,California,Utah,-15
1749,Utah Valley,Sam Houston St,16
1750,LIU Brooklyn,Wagner,-8
1751,Weber St,N Colorado,9
1752,Youngstown St,Cleveland St,14
1753,Utah Tech,UTRGV,15
1754,Tarleton St,UT Arlington,7
1755,Long Beach St,UC San Diego,-2
1756,Queens NC,Austin Peay,4
1757,Southern Indiana,SE Missouri St,5
1758,Sacred Heart,Stonehill,-7
1759,Lafayette,American Univ,-13
1760,Army,Lehigh,2
1761,Clemson,NC State,14
1762,Loyola MD,Colgate,-34
1763,Fairfield,Marist,19
1764,Holy Cross,Bucknell,2
1765,Houston Chr,New Orleans,5
1766,Notre Dame,Miami FL,-11
1767,Michigan St,Buffalo,21
1768,Hartford,Morgan St,-7
1769,North Dakota,N Dakota St,-22
1770,Boston Univ,Navy,-17
1771,Ohio,Chicago St,17
1772,Pittsburgh,North Carolina,2
1773,Rutgers,Coppin St,33
1774,Quinnipiac,Siena,-7
1775,South Carolina,E Michigan,10
1776,St Peter's,Manhattan,10
1777,Lipscomb,Stetson,-6
1778,Texas A&M,Prairie View,20
1779,Washington St,UCLA,-1
1780,Washington,USC,-13
1781,Vanderbilt,SE Louisiana,38
1782,Wisconsin,W Michigan,10
1783,Jacksonville St,North Alabama,-4
1784,Abilene Chr,Tarleton St,6
1785,Arizona St,Arizona,-9
1786,Bradley,IL Chicago,34
1787,Bryant,Binghamton,4
1788,BYU,Portland,13
1789,California,Colorado,4
1790,Central Conn,St Francis NY,22
1791,Charleston So,SC Upstate,5
1792,Charlotte,Louisiana Tech,2
1793,Mercer,Chattanooga,-29
1794,Robert Morris,Cleveland St,-9
1795,Towson,Col Charleston,-2
1796,Columbia,Yale,2
1797,CS Fullerton,CS Northridge,12
1798,CS Sacramento,Portland St,11
1799,Davidson,Dayton,-14
1800,Delaware,Elon,5
1801,Drexel,William & Mary,10
1802,Duke,Florida St,19
1803,Duquesne,Rhode Island,11
1804,E Illinois,Southern Indiana,11
1805,E Kentucky,Queens NC,5
1806,Montana St,E Washington,-3
1807,Wichita St,East Carolina,-10
1808,VMI,ETSU,-14
1809,FL Gulf Coast,Jacksonville,7
1810,Loyola-Chicago,G Washington,-10
1811,Coastal Car,Ga Southern,-9
1812,High Point,Gardner Webb,-7
1813,George Mason,Richmond,4
1814,Georgia St,South Alabama,10
1815,Gonzaga,Pepperdine,23
1816,Hawaii,Cal Poly,9
1817,Houston,UCF,6
1818,Idaho St,N Colorado,7
1819,Iowa St,Baylor,15
1820,Youngstown St,PFW,-5
1821,Marshall,James Madison,-6
1822,Kansas,Oklahoma St,2
1823,Kansas St,West Virginia,6
1824,Kennesaw,Cent Arkansas,16
1825,Kentucky,Louisville,23
1826,Campbell,Longwood,-25
1827,NJIT,MA Lowell,-3
1828,Villanova,Marquette,-2
1829,Lamar,McNeese St,-19
1830,NE Omaha,Missouri KC,-16
1831,Montana,Idaho,11
1832,MTSU,WKU,5
1833,IUPUI,N Kentucky,-13
1834,Hofstra,NC A&T,-2
1835,Air Force,Nevada,-6
1836,SUNY Albany,New Hampshire,-16
1837,Wyoming,New Mexico,-1
1838,Niagara,Mt St Mary's,12
1839,North Florida,Austin Peay,5
1840,North Texas,Florida Intl,15
1841,Illinois St,Northern Iowa,-6
1842,Oakland,WI Green Bay,16
1843,Old Dominion,Louisiana,4
1844,Denver,Oral Roberts,-18
1845,Oregon,Oregon St,9
1846,Pacific,Loy Marymount,6
1847,Princeton,Harvard,3
1848,Radford,Presbyterian,18
1849,UTEP,Rice,-5
1850,Canisius,Rider,-2
1851,S Dakota St,St Thomas MN,7
1852,LIU Brooklyn,Sacred Heart,-18
1853,New Mexico St,Sam Houston St,-13
1854,Citadel,Samford,-12
1855,San Francisco,San Diego,-12
1856,UNLV,San Diego St,-9
1857,Colorado St,San Jose St,-8
1858,UC Santa Barbara,UC San Diego,21
1859,SE Missouri St,SIUE,9
1860,Seattle,Cal Baptist,6
1861,Seton Hall,St John's,22
1862,UT Arlington,SF Austin,-4
1863,South Dakota,W Illinois,17
1864,Southern Miss,Appalachian St,6
1865,Southern Utah,UTRGV,6
1866,St Bonaventure,Massachusetts,19
1867,St Francis PA,Stonehill,1
1868,St Joseph's PA,St Louis,-5
1869,Santa Clara,St Mary's CA,-3
1870,Northeastern,Stony Brook,-4
1871,Syracuse,Boston College,14
1872,Northwestern LA,TAM C. Christi,-6
1873,TCU,Texas Tech,6
1874,Tennessee St,Ark Little Rock,25
1875,Oklahoma,Texas,-1
1876,TN Martin,Morehead St,7
1877,Texas St,Troy,-3
1878,UAB,UT San Antonio,23
1879,CS Bakersfield,UC Irvine,-4
1880,Long Beach St,UC Riverside,-1
1881,Arkansas St,ULM,-12
1882,Wofford,UNC Greensboro,-9
1883,UNC Wilmington,Hampton,17
1884,Stanford,Utah,-5
1885,Utah St,Fresno St,13
1886,Utah Valley,Utah Tech,11
1887,VCU,La Salle,13
1888,Georgia Tech,Virginia,-18
1889,W Carolina,Furman,12
1890,Wake Forest,Virginia Tech,2
1891,Weber St,Northern Arizona,16
1892,Detroit,WI Milwaukee,-3
1893,Winthrop,UNC Asheville,2
1894,Xavier,Connecticut,10
1895,Wagner,Merrimack,-10
1896,Lindenwood,Tennessee Tech,18
1897,TX A&M Commerce,Incarnate Word,8
1898,Georgetown,Butler,-29
1899,Dartmouth,Cornell,-11
1900,Valparaiso,Indiana St,-18
1901,Iona,St Peter's,18
1902,Michigan,Maryland,35
1903,Missouri St,Drake,3
1904,Evansville,Murray St,-17
1905,Northwestern,Ohio St,-16
1906,Penn St,Iowa,4
1907,DePaul,Providence,-15
1908,Manhattan,Quinnipiac,-19
1909,S Illinois,Belmont,18
1910,Fairfield,Siena,-9
1911,SMU,Tulsa,25
1912,Temple,Cincinnati,9
1913,Tulane,Memphis,7
1914,Washington,UCLA,-25
1915,UMBC,Vermont,-13
1916,Washington St,USC,10
1917,Alabama A&M,Ark Pine Bluff,7
1918,Alabama St,MS Valley St,9
1919,American Univ,Loyola MD,16
1920,Lafayette,Army,-17
1921,Florida A&M,Bethune-Cookman,-8
1922,Bucknell,Boston Univ,-8
1923,Lehigh,Colgate,-16
1924,Cent Arkansas,FL Gulf Coast,-5
1925,Navy,Holy Cross,-11
1926,Alcorn St,Jackson St,-1
1927,Jacksonville,Jacksonville St,16
1928,Kennesaw,E Kentucky,4
1929,Liberty,Lipscomb,29
1930,Canisius,Mt St Mary's,-4
1931,Niagara,Rider,2
1932,Oklahoma St,West Virginia,7
1933,Brown,Penn,-8
1934,Prairie View,Grambling,1
1935,Purdue,Rutgers,-1
1936,TX Southern,Southern Univ,-1
1937,Stetson,North Florida,6
1938,IUPUI,Wright St,-14
1939,North Alabama,Bellarmine,-4
1940,Akron,N Illinois,25
1941,Alabama,Mississippi,22
1942,Toledo,Ball St,-7
1943,Boise St,San Jose St,3
1944,Boston College,Notre Dame,7
1945,E Michigan,Bowling Green,-26
1946,Buffalo,Ohio,3
1947,C Michigan,Miami OH,12
1948,Creighton,Seton Hall,22
1949,Fresno St,New Mexico,4
1950,Texas Tech,Kansas,-3
1951,Texas,Kansas St,-13
1952,Kent,W Michigan,8
1953,Kentucky,LSU,3
1954,St John's,Marquette,-11
1955,Michigan St,Nebraska,18
1956,Pittsburgh,Virginia,3
1957,Louisville,Syracuse,-1
1958,Tennessee,Mississippi St,34
1959,Air Force,Utah St,-12
1960,Vanderbilt,South Carolina,5
1961,Wisconsin,Minnesota,3
1962,Alabama A&M,MS Valley St,7
1963,Alabama St,Ark Pine Bluff,14
1964,Arkansas,Missouri,6
1965,IL Chicago,Belmont,-6
1966,Butler,DePaul,8
1967,Campbell,Gardner Webb,5
1968,Virginia Tech,Clemson,-3
1969,NC A&T,Col Charleston,-13
1970,Davidson,Loyola-Chicago,23
1971,Dayton,St Joseph's PA,20
1972,Duquesne,VCU,9
1973,Furman,Citadel,25
1974,Georgia,Auburn,12
1975,Georgia Tech,Miami FL,6
1976,TX Southern,Grambling,-13
1977,Illinois St,Indiana St,-9
1978,Oklahoma,Iowa St,-3
1979,Charleston So,Longwood,-5
1980,Massachusetts,St Louis,9
1981,Michigan,Penn St,10
1982,Missouri St,Evansville,23
1983,Murray St,Bradley,9
1984,NC State,Duke,24
1985,Nevada,Colorado St,11
1986,North Carolina,Wake Forest,9
1987,Valparaiso,Northern Iowa,-2
1988,Northwestern,Illinois,13
1989,Providence,Connecticut,12
1990,Rhode Island,Fordham,3
1991,Richmond,G Washington,10
1992,S Illinois,Drake,4
1993,Samford,VMI,9
1994,Radford,SC Upstate,-5
1995,SF Austin,New Mexico St,9
1996,Prairie View,Southern Univ,-4
1997,St Bonaventure,George Mason,4
1998,TAM C. Christi,Incarnate Word,30
1999,Baylor,TCU,-1
2000,South Florida,Temple,-4
2001,Florida,Texas A&M,-3
2002,Tulane,Tulsa,16
2003,East Carolina,UCF,-3
2004,High Point,UNC Asheville,-4
2005,UNC Greensboro,Chattanooga,12
2006,Elon,UNC Wilmington,-15
2007,Georgetown,Villanova,-16
2008,ETSU,W Carolina,-11
2009,Winthrop,Presbyterian,10
2010,Mercer,Wofford,-1
2011,Ark Little Rock,Lindenwood,-5
2012,Holy Cross,American Univ,-5
2013,Appalachian St,Coastal Car,1
2014,Arizona,Washington,3
2015,Arizona St,Washington St,6
2016,Loyola MD,Army,-23
2017,Austin Peay,FL Gulf Coast,2
2018,Binghamton,New Hampshire,18
2019,Boston Univ,Lafayette,4
2020,Central Conn,LIU Brooklyn,19
2021,Wichita St,Cincinnati,-9
2022,Colgate,Navy,14
2023,Colorado,Oregon,27
2024,CS Bakersfield,Cal Poly,10
2025,UC Riverside,CS Fullerton,-15
2026,Idaho,CS Sacramento,-2
2027,Cent Arkansas,E Kentucky,-2
2028,E Washington,Portland St,12
2029,SIUE,Tennessee St,9
2030,St Francis NY,F Dickinson,-19
2031,FL Atlantic,UAB,2
2032,Florida Intl,Charlotte,2
2033,Ga Southern,Marshall,5
2034,San Francisco,Gonzaga,-2
2035,Sam Houston St,Grand Canyon,-4
2036,UC San Diego,Hawaii,-13
2037,Hampton,Hofstra,-16
2038,Houston,SMU,34
2039,Iowa,Indiana,2
2040,PFW,WI Green Bay,10
2041,Bucknell,Lehigh,-8
2042,Liberty,Jacksonville St,34
2043,Lipscomb,North Alabama,24
2044,CS Northridge,Long Beach St,-10
2045,Rice,Louisiana Tech,-6
2046,Loy Marymount,BYU,5
2047,MA Lowell,Maine,2
2048,McNeese St,Northwestern LA,15
2049,N Colorado,Montana St,-21
2050,Morehead St,Southern Indiana,4
2051,N Dakota St,S Dakota St,6
2052,W Illinois,NE Omaha,-4
2053,New Orleans,Lamar,26
2054,TX A&M Commerce,Nicholls St,-3
2055,North Florida,Kennesaw,3
2056,WKU,North Texas,-4
2057,Northern Arizona,Montana,1
2058,San Diego,Pacific,-2
2059,Ohio St,Purdue,-2
2060,Rutgers,Maryland,14
2061,Merrimack,Sacred Heart,-4
2062,Pepperdine,Santa Clara,-10
2063,SE Louisiana,Houston Chr,12
2064,UTRGV,Seattle,-2
2065,South Alabama,Arkansas St,18
2066,North Dakota,South Dakota,-2
2067,Stetson,Jacksonville,12
2068,Monmouth NJ,Stony Brook,-11
2069,Tennessee Tech,E Illinois,21
2070,James Madison,Texas St,-1
2071,TN Martin,SE Missouri St,5
2072,Towson,Drexel,6
2073,Troy,Old Dominion,7
2074,UC Davis,UC Irvine,-5
2075,UCLA,USC,2
2076,Louisiana,Southern Miss,14
2077,ULM,Georgia St,8
2078,UMBC,SUNY Albany,9
2079,UT San Antonio,MTSU,3
2080,Utah,Oregon St,19
2081,UT Arlington,Utah Valley,-8
2082,Vermont,Bryant,10
2083,Cleveland St,WI Milwaukee,-4
2084,William & Mary,Northeastern,3
2085,Youngstown St,Robert Morris,22
2086,Cal Baptist,Utah Tech,14
2087,Tarleton St,Southern Utah,3
2088,St Thomas MN,Denver,10
2089,Bellarmine,Queens NC,-1
2090,Stonehill,Wagner,4
2091,Ball St,Akron,7
2092,California,Stanford,22
2093,Manhattan,Canisius,-7
2094,Cornell,Penn,19
2095,Yale,Dartmouth,-4
2096,Brown,Harvard,-2
2097,Marist,Iona,-27
2098,Fairfield,Niagara,-8
2099,N Kentucky,Oakland,-1
2100,Columbia,Princeton,-19
2101,Rider,Quinnipiac,-9
2102,Siena,St Peter's,10
2103,Toledo,W Michigan,28
2104,Wright St,Detroit,5
2105,Alabama,Kentucky,26
2106,Alcorn St,Alabama A&M,13
2107,James Madison,Appalachian St,-9
2108,Ark Pine Bluff,TX Southern,4
2109,Auburn,Arkansas,13
2110,Austin Peay,Cent Arkansas,24
2111,Belmont,Missouri St,13
2112,Boise St,Utah St,23
2113,Bowling Green,Ohio,9
2114,Bradley,Valparaiso,22
2115,Brown,Dartmouth,7
2116,Buffalo,N Illinois,18
2117,San Diego,BYU,-20
2118,Presbyterian,Charleston So,-6
2119,Chattanooga,VMI,7
2120,Pittsburgh,Clemson,-1
2121,Cleveland St,WI Green Bay,5
2122,Col Charleston,Delaware,11
2123,Colorado,Oregon St,20
2124,Colorado St,Fresno St,22
2125,Connecticut,Creighton,9
2126,Coppin St,S Carolina St,12
2127,CS Fullerton,Hawaii,7
2128,Drake,Murray St,18
2129,Drexel,Monmouth NJ,32
2130,Boston College,Duke,-1
2131,E Michigan,C Michigan,6
2132,E Washington,CS Sacramento,3
2133,Southern Indiana,SIUE,-7
2134,F Dickinson,LIU Brooklyn,12
2135,FL Atlantic,Charlotte,4
2136,FL Gulf Coast,North Florida,25
2137,Florida,Georgia,7
2138,Florida Intl,UAB,3
2139,Florida St,Georgia Tech,11
2140,Fordham,St Joseph's PA,12
2141,ETSU,Furman,-14
2142,G Washington,Massachusetts,8
2143,George Mason,Loyola-Chicago,11
2144,Santa Clara,Gonzaga,-5
2145,Grambling,Bethune-Cookman,6
2146,William & Mary,Hofstra,-13
2147,Howard,Delaware St,20
2148,Weber St,Idaho St,-10
2149,Illinois,Wisconsin,10
2150,Evansville,Illinois St,-8
2151,Indiana St,IL Chicago,20
2152,TCU,Iowa St,-2
2153,Jackson St,Alabama St,3
2154,Jacksonville,Lipscomb,7
2155,West Virginia,Kansas,-14
2156,Baylor,Kansas St,-2
2157,Queens NC,Kennesaw,-9
2158,Miami OH,Kent,-3
2159,La Salle,Rhode Island,2
2160,Longwood,Winthrop,14
2161,Louisiana Tech,UTEP,2
2162,Marquette,Georgetown,22
2163,Marshall,Coastal Car,15
2164,Memphis,East Carolina,10
2165,Michigan St,Michigan,6
2166,Mississippi St,Mississippi,10
2167,Missouri,Vanderbilt,3
2168,N Colorado,Montana,-5
2169,Northern Arizona,Montana St,-15
2170,Morehead St,E Illinois,10
2171,Morgan St,NC Central,5
2172,N Dakota St,South Dakota,12
2173,Virginia Tech,NC State,-4
2174,Minnesota,Nebraska,-2
2175,San Jose St,Nevada,-27
2176,New Orleans,Houston Chr,23
2177,Norfolk St,MD E Shore,11
2178,North Carolina,Notre Dame,17
2179,MTSU,North Texas,-5
2180,Hampton,Northeastern,-16
2181,Northern Iowa,S Illinois,12
2182,Northwestern LA,Nicholls St,20
2183,Texas Tech,Oklahoma,-5
2184,Ga Southern,Old Dominion,-6
2185,Oral Roberts,Missouri KC,3
2186,Utah,Oregon,-10
2187,Pepperdine,Pacific,-5
2188,Columbia,Penn,-29
2189,Idaho,Portland St,-16
2190,MS Valley St,Prairie View,-7
2191,Cornell,Princeton,-7
2192,Providence,St John's,3
2193,Gardner Webb,Radford,-4
2194,Richmond,Duquesne,2
2195,North Dakota,S Dakota St,-1
2196,Sacred Heart,Hartford,7
2197,Sam Houston St,Tarleton St,7
2198,UNC Greensboro,Samford,-2
2199,Wyoming,San Diego St,-5
2200,Loy Marymount,San Francisco,-2
2201,Cal Poly,UC Santa Barbara,-5
2202,SC Upstate,High Point,19
2203,SE Louisiana,Lamar,5
2204,Ark Little Rock,SE Missouri St,-6
2205,UT Arlington,Seattle,-15
2206,Seton Hall,Butler,25
2207,SF Austin,Grand Canyon,5
2208,ULM,Southern Miss,-5
2209,Southern Univ,Florida A&M,18
2210,Abilene Chr,Southern Utah,-2
2211,Wagner,St Francis PA,-5
2212,St Louis,St Bonaventure,23
2213,St Mary's CA,Portland,42
2214,North Alabama,Stetson,-10
2215,Incarnate Word,TAM C. Christi,-9
2216,South Carolina,Tennessee,-43
2217,Lindenwood,Tennessee St,-3
2218,TN Martin,Tennessee Tech,-4
2219,Oklahoma St,Texas,-10
2220,Texas A&M,LSU,13
2221,South Alabama,Texas St,-6
2222,Stony Brook,Towson,-12
2223,Troy,Arkansas St,12
2224,Temple,Tulane,-11
2225,UC Davis,CS Bakersfield,19
2226,UC Irvine,Long Beach St,17
2227,UC Riverside,CS Northridge,23
2228,Louisiana,Georgia St,8
2229,UNC Asheville,Campbell,3
2230,NC A&T,UNC Wilmington,-5
2231,New Mexico,UNLV,-7
2232,UTRGV,Utah Valley,-14
2233,VCU,Davidson,17
2234,Virginia,Syracuse,7
2235,W Carolina,Mercer,28
2236,W Illinois,Denver,17
2237,UT San Antonio,WKU,-10
2238,Louisville,Wake Forest,-8
2239,Arizona,Washington St,-13
2240,PFW,WI Milwaukee,-4
2241,Wofford,Citadel,20
2242,Villanova,Xavier,-8
2243,Yale,Harvard,4
2244,Youngstown St,IUPUI,31
2245,New Mexico St,Cal Baptist,-9
2246,Merrimack,St Francis NY,12
2247,Jacksonville St,Bellarmine,-13
2248,St Thomas MN,NE Omaha,12
2249,Stonehill,Central Conn,2
2250,McNeese St,TX A&M Commerce,-2
2251,SUNY Albany,MA Lowell,26
2252,American Univ,Boston Univ,2
2253,Arizona St,Washington,8
2254,St Peter's,Canisius,-7
2255,E Kentucky,Liberty,3
2256,Holy Cross,Loyola MD,8
2257,Cincinnati,Houston,-13
2258,Rutgers,Iowa,-11
2259,Lafayette,Bucknell,7
2260,Navy,Lehigh,-5
2261,Manhattan,Niagara,5
2262,Marist,Mt St Mary's,7
2263,Maryland,Ohio St,7
2264,N Kentucky,Detroit,2
2265,New Hampshire,Vermont,7
2266,Maine,NJIT,-8
2267,Indiana,Northwestern,-1
2268,Wright St,Oakland,-2
2269,Quinnipiac,Iona,23
2270,Siena,Rider,5
2271,UCF,SMU,32
2272,Bryant,UMBC,-8
2273,South Florida,Wichita St,-4
2274,Alcorn St,Alabama St,16
2275,Ark Pine Bluff,Prairie View,8
2276,Army,Colgate,-2
2277,Grambling,Florida A&M,5
2278,Jackson St,Alabama A&M,8
2279,MD E Shore,Howard,9
2280,Morgan St,S Carolina St,5
2281,MS Valley St,TX Southern,4
2282,Coppin St,NC Central,-5
2283,New Mexico,Oral Roberts,7
2284,Delaware St,Norfolk St,-13
2285,Robert Morris,IUPUI,7
2286,Southern Univ,Bethune-Cookman,27
2287,Colorado St,Air Force,-11
2288,Bowling Green,Akron,-4
2289,Mississippi,Auburn,-9
2290,Valparaiso,Belmont,-15
2291,Fordham,Dayton,-24
2292,DePaul,Villanova,10
2293,IL Chicago,Drake,-5
2294,LSU,Florida,-11
2295,Nebraska,Illinois,-26
2296,Iowa St,Texas Tech,34
2297,Kansas,Oklahoma,4
2298,Kansas St,Oklahoma St,8
2299,Kent,Toledo,12
2300,Miami OH,Buffalo,11
2301,Wisconsin,Michigan St,-4
2302,N Illinois,C Michigan,19
2303,Northern Iowa,Murray St,8
2304,Notre Dame,Georgia Tech,1
2305,Ohio,Ball St,5
2306,San Diego St,Nevada,9
2307,San Jose St,Fresno St,10
2308,Georgetown,Seton Hall,-15
2309,Kentucky,South Carolina,-3
2310,St Francis NY,Hartford,5
2311,St John's,Butler,16
2312,Tulsa,Temple,-4
2313,Tennessee,Vanderbilt,9
2314,Utah St,Wyoming,20
2315,Loyola-Chicago,VCU,-14
2316,Virginia,North Carolina,7
2317,W Michigan,E Michigan,6
2318,Arkansas,Alabama,-15
2319,Army,American Univ,12
2320,West Virginia,Baylor,-5
2321,NJIT,Binghamton,-1
2322,UNLV,Boise St,-18
2323,Bradley,Evansville,45
2324,Bryant,SUNY Albany,17
2325,SC Upstate,Campbell,-15
2326,Charleston So,High Point,37
2327,Chattanooga,W Carolina,19
2328,Cincinnati,East Carolina,28
2329,Clemson,Louisville,13
2330,UNC Wilmington,Col Charleston,-2
2331,Colgate,Boston Univ,6
2332,Delaware,Towson,13
2333,Duke,Pittsburgh,8
2334,St Joseph's PA,Duquesne,-12
2335,Citadel,ETSU,-22
2336,Florida Intl,FL Atlantic,-4
2337,Mercer,Furman,-18
2338,Presbyterian,Gardner Webb,-1
2339,Georgia,Mississippi St,8
2340,Hofstra,Monmouth NJ,20
2341,Houston,South Florida,6
2342,Illinois St,Missouri St,10
2343,Massachusetts,La Salle,-1
2344,Navy,Lafayette,-9
2345,Lehigh,Holy Cross,18
2346,Bucknell,Loyola MD,-10
2347,MA Lowell,Vermont,15
2348,Marquette,Connecticut,6
2349,Miami FL,Boston College,16
2350,Rice,MTSU,-3
2351,Elon,NC A&T,-9
2352,Maine,New Hampshire,-13
2353,North Texas,Louisiana Tech,2
2354,Penn St,Indiana,19
2355,Winthrop,Radford,-14
2356,Rhode Island,St Bonaventure,1
2357,Davidson,Richmond,-4
2358,Northwestern,Rutgers,-3
2359,Indiana St,S Illinois,-8
2360,Samford,Wofford,25
2361,CS Bakersfield,UC Santa Barbara,-12
2362,St Louis,George Mason,1
2363,Syracuse,Virginia Tech,10
2364,Texas,TCU,4
2365,Texas A&M,Missouri,18
2366,SMU,Tulane,-9
2367,UTRGV,Abilene Chr,17
2368,CS Northridge,UC Davis,-8
2369,UC Irvine,CS Fullerton,5
2370,UC San Diego,UC Riverside,-6
2371,UCF,Memphis,3
2372,VMI,UNC Greensboro,-15
2373,Cal Baptist,Utah Valley,-4
2374,UTEP,UT San Antonio,12
2375,UAB,WKU,-2
2376,Wake Forest,Florida St,15
2377,Washington St,California,15
2378,William & Mary,Hampton,16
2379,Xavier,Creighton,3
2380,Tarleton St,Chicago St,10
2381,Oregon St,Arizona,-12
2382,Oregon,Arizona St,-17
2383,Queens NC,Cent Arkansas,-1
2384,Old Dominion,Coastal Car,-1
2385,CS Sacramento,N Colorado,8
2386,E Kentucky,FL Gulf Coast,21
2387,E Illinois,SIUE,-18
2388,Appalachian St,Ga Southern,-2
2389,BYU,Gonzaga,-1
2390,Grand Canyon,UT Arlington,32
2391,Houston Chr,TX A&M Commerce,9
2392,Iowa,Michigan,9
2393,IUPUI,PFW,-15
2394,Jacksonville St,North Florida,9
2395,Kennesaw,Jacksonville,13
2396,Lamar,Nicholls St,3
2397,Liberty,North Alabama,18
2398,Austin Peay,Lipscomb,-22
2399,Long Beach St,Cal Poly,19
2400,Marshall,Southern Miss,22
2401,Ohio St,Minnesota,-3
2402,Missouri KC,St Thomas MN,21
2403,Montana St,Idaho St,13
2404,Denver,N Dakota St,-20
2405,NE Omaha,North Dakota,6
2406,Incarnate Word,New Orleans,-6
2407,Northwestern LA,McNeese St,14
2408,Oakland,Robert Morris,4
2409,Oral Roberts,W Illinois,24
2410,Portland,San Francisco,5
2411,Portland St,Northern Arizona,1
2412,San Diego,Pepperdine,3
2413,TAM C. Christi,SE Louisiana,-3
2414,SE Missouri St,Lindenwood,23
2415,Seattle,New Mexico St,3
2416,Utah Tech,SF Austin,-13
2417,South Alabama,James Madison,1
2418,Southern Utah,Sam Houston St,12
2419,St Mary's CA,Loy Marymount,14
2420,Bellarmine,Stetson,-29
2421,Stony Brook,Drexel,1
2422,Tennessee Tech,Morehead St,17
2423,Arkansas St,Texas St,-3
2424,Tennessee St,TN Martin,-11
2425,Georgia St,Troy,-12
2426,UCLA,Utah,19
2427,ULM,Louisiana,-13
2428,UNC Asheville,Longwood,8
2429,USC,Colorado,7
2430,Washington,Stanford,17
2431,Montana,Weber St,-2
2432,WI Milwaukee,N Kentucky,5
2433,WI Green Bay,Wright St,-32
2434,Detroit,Youngstown St,-5
2435,Southern Indiana,Ark Little Rock,7
2436,Akron,E Michigan,37
2437,Butler,Villanova,8
2438,Cornell,Yale,12
2439,Illinois,Michigan St,9
2440,Iona,Fairfield,6
2441,Ohio,Kent,-5
2442,Mt St Mary's,Manhattan,-5
2443,Canisius,Marist,-18
2444,Nevada,Utah St,15
2445,Purdue,Nebraska,18
2446,Quinnipiac,St Peter's,7
2447,Niagara,Siena,-6
2448,Dayton,VCU,-1
2449,Fresno St,Air Force,-3
2450,Alabama,LSU,40
2451,TX Southern,Alcorn St,-5
2452,Appalachian St,Troy,13
2453,Oregon St,Arizona St,-5
2454,Florida A&M,Ark Pine Bluff,-13
2455,Boston Univ,Army,-9
2456,Auburn,Mississippi St,6
2457,Ball St,Miami OH,14
2458,Baylor,Oklahoma St,16
2459,Belmont,Northern Iowa,4
2460,Bethune-Cookman,MS Valley St,6
2461,Binghamton,MA Lowell,1
2462,Wyoming,Boise St,-17
2463,Brown,Princeton,2
2464,New Hampshire,Bryant,-6
2465,BYU,Pepperdine,10
2466,C Michigan,Buffalo,9
2467,Charlotte,UT San Antonio,18
2468,SMU,Cincinnati,-2
2469,Citadel,W Carolina,4
2470,Clemson,Duke,8
2471,IUPUI,Cleveland St,-35
2472,Col Charleston,Elon,18
2473,Colgate,Bucknell,6
2474,UNLV,Colorado St,-1
2475,Creighton,Providence,6
